project,sha,url,subproject,flaky_test
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.CassandraClusterTest.testEditKeyspace
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.KeyspaceTest.testGetRangeSlice
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.KeyspaceTest.testGetConsistencyLevel
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.CassandraClusterTest.testDescribeRing
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.KeyspaceTest.testInsertAndGetAndRemove
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.KeyspaceTest.testMultigetSlice
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.model.RangeSlicesQueryTest.testKeysOnlyPredicate
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.CassandraAuthTest.testDescribeKeyspacesBadAuth
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.CassandraClusterTest.testAddDropColumnFamily
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.utils.TimeUUIDUtilsTest.testTimeUUIDWithClockResolution
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.CassandraAuthTest.testAddDropColumnFamily
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.hector.api.ApiV2SystemTest.testBatchInsertGetRemove
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.KeyspaceTest.testInsertSuper
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.hector.api.ApiV2SystemTest.testSuperInsertGetRemove
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.hector.api.ApiV2SystemTest.testCountQuery
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.hector.api.ApiV2SystemTest.testSubSliceQuery
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.KeyspaceTest.testMultigetColumn
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.model.IndexedSlicesQueryTest.testInsertGetRemove
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.model.IndexedSlicesQueryTest.testMultiClause
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.KeyspaceTest.testGetCount
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.dao.SimpleCassandraDaoTest.testInsertGetDelete
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.hector.api.ApiV2SystemTest.testRangeSlicesQuery
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.service.CassandraAuthTest.testInsertAndGetAndRemove
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.model.MutatorTest.testBatchMutationManagement
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.connection.HThriftClientTest.testFailOnDoubleOpen
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.hector.api.ApiV2SystemTest.testSubColumnQuery
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./core,me.prettyprint.cassandra.model.MutatorTest.testInsertSuper
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./object-mapper,me.prettyprint.hom.EntityManagerFactoryTest.testCloseEntityManagerFactory
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./object-mapper,com.mycompany.furniture.FurnitureTest.testFurniture
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./object-mapper,me.prettyprint.hom.ContainerInitalizationTest.testInjectEntityManager
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./object-mapper,me.prettyprint.hom.EntityManagerTest.testInitializeSaveLoad
hector,9750f381caa386878ef3eb5509fd7594de8fe1ad,git@github.com:hector-client/hector.git,./object-mapper,me.prettyprint.hom.EntityManagerFactoryTest.testCreateEntityManager
ninja,28d0b5f692d1e73e62ff9556d2dea1e4560d6bc7,git@github.com:ninjaframework/ninja.git,./ninja-servlet-jpa-blog-integration-test,controllers.ApplicationControllerTest.testThatHomepageWorks
logback,16a26fdc6e144de18ee8805724ec7341d3bf06f3,git@github.com:qos-ch/logback.git,./logback-core,ch.qos.logback.core.FileAppenderResilienceTest.smoke
logback,16a26fdc6e144de18ee8805724ec7341d3bf06f3,git@github.com:qos-ch/logback.git,./logback-core,ch.qos.logback.core.net.AbstractSocketAppenderTest.addsInfoMessageWhenSocketConnectionClosed
assertj-core,aa90c2d3a757b67f6bd64ca82f9b9f15b1e1161c,git@github.com:joel-costigliola/assertj-core.git,.,org.assertj.core.api.date.DateAssert_with_string_based_date_representation_Test.date_assertion_should_support_timestamp_string_representation
httpcore,3a836a2d779e29495c1348c900aae91572b44d2a,git@github.com:apache/httpcore.git,./httpcore,org.apache.http.pool.TestConnPool.testStatefulConnectionRedistributionOnPerRouteMaxLimit
