project,test,projectSourceLinesCovered,projectSourceClassesCovered,avgModificationsPerCoveredLine_window5,maxModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window5,avgAuthorsPerCoveredLine_window5,maxAuthorsPerCoveredLine_window5,percentOfModificationsCoveredByTest_window5,avgModificationsPerCoveredLine_window10,maxModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window10,avgAuthorsPerCoveredLine_window10,maxAuthorsPerCoveredLine_window10,percentOfModificationsCoveredByTest_window10,avgModificationsPerCoveredLine_window25,maxModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window25,avgAuthorsPerCoveredLine_window25,maxAuthorsPerCoveredLine_window25,percentOfModificationsCoveredByTest_window25,avgModificationsPerCoveredLine_window50,maxModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window50,avgAuthorsPerCoveredLine_window50,maxAuthorsPerCoveredLine_window50,percentOfModificationsCoveredByTest_window50,avgModificationsPerCoveredLine_window75,maxModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window75,avgAuthorsPerCoveredLine_window75,maxAuthorsPerCoveredLine_window75,percentOfModificationsCoveredByTest_window75,avgModificationsPerCoveredLine_window100,maxModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window100,avgAuthorsPerCoveredLine_window100,maxAuthorsPerCoveredLine_window100,percentOfModificationsCoveredByTest_window100,avgModificationsPerCoveredLine_window500,maxModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window500,avgAuthorsPerCoveredLine_window500,maxAuthorsPerCoveredLine_window500,percentOfModificationsCoveredByTest_window500,avgModificationsPerCoveredLine_window10000,maxModificationsPerCoveredLine_window10000,hIndexModificationsPerCoveredLine_window10000,avgAuthorsPerCoveredLine_window10000,maxAuthorsPerCoveredLine_window10000,percentOfModificationsCoveredByTest_window10000
Achilles,info.archinnov.achilles.it.TestEntityWithIndicesForJSON#should_query_using_full_collection_index_fromJSON,6,2,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0078017319845005,1.0,1,1,1.0,1,0.007642338555598
Achilles,info.archinnov.achilles.it.TestJSONCall#should_update_using_fromJson,7,1,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0091020206485839,1.0,1,1,1.0,1,0.0089160616481976
Achilles,info.archinnov.achilles.it.TestEntityWithIndicesForJSON#should_query_using_map_key_entry_fromJSON,6,2,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0078017319845005,1.0,1,1,1.0,1,0.007642338555598
Achilles,info.archinnov.achilles.it.TestEntityWithIndicesForJSON#should_query_using_index_and_partition_key_asJSON,6,1,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0078017319845005,1.0,1,1,1.0,1,0.007642338555598
Achilles,info.archinnov.achilles.it.TestFunctionCallsSimpleEntity#should_dsl_with_system_function_call,7,1,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2.0,2,2,1.0,1,0.0091020206485839,2.0,2,2,1.0,1,0.0089160616481976
Achilles,info.archinnov.achilles.it.TestEntityWithIndicesForJSON#should_query_using_map_key_index_fromJSON,6,2,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0078017319845005,1.0,1,1,1.0,1,0.007642338555598
Achilles,info.archinnov.achilles.it.TestEntityWithIndicesForJSON#should_query_using_map_key_value_fromJSON,6,2,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0078017319845005,1.0,1,1,1.0,1,0.007642338555598
Achilles,info.archinnov.achilles.it.TestEntityWithIndicesForJSON#should_query_using_simple_index_fromJSON,6,2,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0078017319845005,1.0,1,1,1.0,1,0.007642338555598
Achilles,info.archinnov.achilles.it.TestDynamicKeyspaceWithUDTJSON#should_crud_select_json_with_dynamic_ks,7,3,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0091020206485839,1.0,1,1,1.0,1,0.0089160616481976
Achilles,info.archinnov.achilles.it.TestJSONCall#should_select_toJson,7,1,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0091020206485839,1.0,1,1,1.0,1,0.0089160616481976
Achilles,info.archinnov.achilles.it.TestJSONCall#should_insert_json_if_not_exists,10,2,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0130028866408342,1.0,1,1,1.0,1,0.0127372309259966
Achilles,info.archinnov.achilles.it.TestEntityWithIndicesForJSON#should_query_using_collection_index_fromJSON,6,2,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,1,1,1.0,1,0.0078017319845005,1.0,1,1,1.0,1,0.007642338555598
Achilles,info.archinnov.achilles.it.TestFunctionCallsSimpleEntity#should_dsl_with_udf_call,7,1,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2.0,2,2,1.0,1,0.0091020206485839,2.0,2,2,1.0,1,0.0089160616481976
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest#should_build_entity_with_counter_column,159,43,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0125786163522012,1,1,0.0125786163522012,1,0.0463499420625724,1.251572327044025,3,3,1.0,1,0.2067458975892648,1.251572327044025,3,3,1.0,1,0.2025219717233473
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest#should_parse_computed_field_with_codec,111,33,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.018018018018018,1,1,0.018018018018018,1,0.0463499420625724,1.2702702702702702,4,3,1.009009009009009,2,0.1443320417132603,1.2702702702702702,4,3,1.009009009009009,2,0.1413832632785632
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest#should_fail_building_class_with_wrong_composite_partition_key_order,95,38,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0210526315789473,1,1,0.0210526315789473,1,0.0463499420625724,1.305263157894737,3,3,1.0,1,0.1235274230879255,1.305263157894737,3,3,1.0,1,0.1210036937969685
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest#should_generate_field_info_for_primitiveBoolean,43,17,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.2790697674418603,4,2,1.0232558139534884,2,0.0559124125555873,1.2790697674418603,4,2,1.0232558139534884,2,0.0547700929817857
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest#should_parse_jdk8_zoned_date_time,110,31,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0181818181818181,1,1,0.0181818181818181,1,0.0463499420625724,1.2727272727272727,3,3,1.0,1,0.1430317530491769,1.2727272727272727,3,3,1.0,1,0.1401095401859635
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest#should_parse_tuple_nesting,97,31,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0206185567010309,1,1,0.0206185567010309,1,0.0463499420625724,1.309278350515464,3,3,1.0103092783505154,2,0.1261280004160923,1.309278350515464,3,3,1.0103092783505154,2,0.1235511399821678
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest#should_fail_if_partition_key_order_zero,39,10,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.4615384615384617,3,3,1.0,1,0.0507112578992536,1.4615384615384617,3,3,1.0,1,0.049675200611387
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest#should_fail_on_invalidWildCard,22,3,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0909090909090909,1,1,0.0909090909090909,1,0.0463499420625724,1.3636363636363635,3,2,1.0,1,0.0286063506098353,1.3636363636363635,3,2,1.0,1,0.0280219080371927
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest#should_build_entity_with_clustering_column,127,44,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0157480314960629,1,1,0.0157480314960629,1,0.0463499420625724,1.2834645669291338,3,3,1.0,1,0.1651366603385951,1.2834645669291338,3,3,1.0,1,0.1617628327601579
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest#should_build_inherited_entity,126,43,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0158730158730158,1,1,0.0158730158730158,1,0.0463499420625724,1.2857142857142858,3,3,1.0,1,0.1638363716745117,1.2857142857142858,3,3,1.0,1,0.1604891096675582
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest#should_fail_if_clustering_column_order_zero,40,10,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.375,3,2,1.0,1,0.052011546563337,1.375,3,2,1.0,1,0.0509489237039867
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest#should_fail_if_both_partition_and_clustering_column,31,10,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.5161290322580645,3,3,1.0,1,0.0403089485865862,1.5161290322580645,3,3,1.0,1,0.0394854158705897
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest#should_fail_building_view_meta_with_counter_column,113,39,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0176991150442477,1,1,0.0176991150442477,1,0.0463499420625724,1.415929203539823,4,3,1.0,1,0.1469326190414272,1.415929203539823,4,3,1.0,1,0.1439307094637625
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest#should_build_trees_map_for_level1_nesting_javac,15,8,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.3333333333333333,3,2,1.0,1,0.0195043299612514,1.3333333333333333,3,2,1.0,1,0.019105846388995
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest#should_fail_building_map_with_multiple_indices,33,12,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.818181818181818,4,3,1.0,1,0.042909525914753,1.818181818181818,4,3,1.0,1,0.042032862055789
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest#should_validate_index_depth_2,30,11,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.1666666666666667,3,2,1.0,1,0.0390086599225028,1.1666666666666667,3,2,1.0,1,0.03821169277799
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest#should_validate_index_depth_1,39,11,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.205128205128205,3,2,1.0,1,0.0507112578992536,1.205128205128205,3,2,1.0,1,0.049675200611387
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest#should_fail_for_non_frozen_list_udt,30,10,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.1,3,1,1.0,1,0.0390086599225028,1.1,3,1,1.0,1,0.03821169277799
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest#should_build_list_index_info,45,15,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.3333333333333333,4,3,1.0,1,0.0585129898837541,1.3333333333333333,4,3,1.0,1,0.0573175391669851
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest#should_build_computed_column_info,50,12,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.58,4,3,1.0,1,0.0650144332041713,1.58,4,3,1.0,1,0.0636861546299834
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest#should_build_entity_with_computed_column,623,131,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0080256821829855,1,1,0.0080256821829855,1,0.4873294346978557,0.0417335473515248,2,1,0.0401284109149277,1,1.328374070138151,0.2199036918138041,2,2,0.2166934189406099,1,3.1286210892236386,1.5232744783306582,4,4,1.0,1,0.8100798377239747,1.5232744783306582,4,4,1.0,1,0.7935294866895937
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest#should_not_fail_for_non_frozen_tuple_list,28,10,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.1428571428571428,3,2,1.0,1,0.0364080825943359,1.1428571428571428,3,2,1.0,1,0.0356642465927907
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest#should_generate_meta_signature_for_view_javac,122,44,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0163934426229508,1,1,0.0163934426229508,1,0.0463499420625724,1.3442622950819672,4,3,1.0,1,0.158635217018178,1.3442622950819672,4,3,1.0,1,0.1553942172971596
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest#should_fail_building_class_with_wrong_clustering_column_order,96,39,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0208333333333333,1,1,0.0208333333333333,1,0.0463499420625724,1.3020833333333333,3,3,1.0,1,0.1248277117520089,1.3020833333333333,3,3,1.0,1,0.1222774168895682
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest#should_fail_parsing_non_frozen_nested_udt,96,39,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0208333333333333,1,1,0.0208333333333333,1,0.0463499420625724,1.1458333333333333,4,2,1.0,1,0.1248277117520089,1.1458333333333333,4,2,1.0,1,0.1222774168895682
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest#should_parse_functions_with_complex_return_types_javac,154,24,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0064935064935064,1,1,0.0064935064935064,1,0.0231749710312862,1.0974025974025974,4,2,1.0,1,0.2002444542688476,1.0974025974025974,4,2,1.0,1,0.196153356260349
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest#should_build_clustering_column_type,34,10,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.5588235294117647,3,3,1.0,1,0.0442098145788365,1.5588235294117647,3,3,1.0,1,0.0433065851483887
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest#should_build_entity_with_simple_partition_key,126,43,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0158730158730158,1,1,0.0158730158730158,1,0.0463499420625724,1.2857142857142858,3,3,1.0,1,0.1638363716745117,1.2857142857142858,3,3,1.0,1,0.1604891096675582
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest#should_fail_validating_index_depth_gt_2,22,11,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1.181818181818182,3,2,1.0,1,0.0286063506098353,1.181818181818182,3,2,1.0,1,0.0280219080371927
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest#should_fail_building_class_with_no_public_constructor,107,37,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0186915887850467,1,1,0.0186915887850467,1,0.0463499420625724,1.4205607476635511,4,3,1.0,1,0.1391308870569266,1.4205607476635511,4,3,1.0,1,0.1362883709081645
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest#should_parse_runtime_codec,103,33,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0194174757281553,1,1,0.0194174757281553,1,0.0463499420625724,1.135922330097087,3,2,1.0,1,0.1339297324005929,1.135922330097087,3,2,1.0,1,0.1311934785377659
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest#should_fail_parsing_SASI_analyzed_but_not_string,104,36,0.0,0,0,0.0,0,,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0192307692307692,1,1,0.0192307692307692,1,0.0463499420625724,1.2692307692307692,4,3,1.0,1,0.1352300210646763,1.2692307692307692,4,3,1.0,1,0.1324672016303655
