project,testClassName,testMethodName,test_name,flaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,ExecutionTime,testLength,numAsserts,numCoveredLines,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_map_tupleValueKey,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_not_fail_for_non_frozen_map_tupleValueKey,0,0,0,0,0,0,0,0,0,0.102,14,0,5,33,10,0,0,0,0,0,0,2,2,4.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_static_counter_column,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_static_counter_column,0,0,0,0,0,0,0,0,0,0.263,14,1,19,127,44,0,0,0,0,0,1,3,3,15.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_clustering_column_order_zero,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_if_clustering_column_order_zero,0,0,0,0,0,0,0,0,0,0.053,16,0,5,40,10,0,0,0,0,0,0,2,2,3.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_udt,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_udt,0,1,0,0,0,0,0,0,0,0.15,18,2,10,112,37,0,0,0,0,0,1,2,2,10.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple7,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple7,0,1,0,0,0,0,0,0,0,0.227,21,2,10,81,32,0,0,0,0,0,1,2,2,5.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_static_column,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_static_column,0,0,0,0,0,0,0,0,0,0.073,14,1,19,127,44,0,0,0,0,0,1,3,3,15.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_analyzed_but_SPARSE,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_analyzed_but_SPARSE,0,0,0,0,0,0,0,0,0,2.789,24,0,32,622,121,0,0,0,1,1,2,4,4,16.0
Achilles,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest,should_return_snake_case,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest.should_return_snake_case,0,0,0,0,0,1,0,0,0,0.267,10,1,4,6,3,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_compilation_when_no_suitable_setter,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_compilation_when_no_suitable_setter,0,0,0,0,0,0,0,0,0,0.052,15,0,7,24,15,0,0,0,0,0,0,2,2,5.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_abstract_class,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_abstract_class,0,0,0,0,0,0,0,0,0,0.081,14,0,25,106,37,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_generate_meta_signature_for_complex_types_javac,info.archinnov.achilles.internals.parser.EntityParserTest.should_generate_meta_signature_for_complex_types_javac,0,0,0,0,0,0,0,0,0,3.696,21,1,16,618,132,0,0,0,1,1,2,4,4,10.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_udt_index_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_udt_index_info,0,0,0,0,0,0,0,0,0,0.83,17,1,7,55,17,0,0,0,0,0,0,3,3,3.0
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_primitiveByteArray,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_primitiveByteArray,0,0,0,0,0,1,0,0,0,0.001,5,0,4,9,3,0,0,0,0,0,1,1,1,5.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_map_list,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_fail_for_non_frozen_map_list,0,0,0,0,0,0,0,0,0,0.119,18,0,5,32,10,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_objectByteArray,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_objectByteArray,0,0,0,0,0,1,0,0,0,0.002,5,0,4,9,3,0,0,0,0,0,1,1,1,5.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_standardAnalyzer_Not_String,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_standardAnalyzer_Not_String,0,0,0,0,0,0,0,0,0,0.038,24,0,20,109,36,0,0,0,0,0,1,3,3,18.0
Achilles,info.archinnov.achilles.internals.strategy.naming.LowerCaseNamingTest,should_return_blank_name,info.archinnov.achilles.internals.strategy.naming.LowerCaseNamingTest.should_return_blank_name,0,0,0,0,0,1,0,0,0,0.225,10,1,4,5,2,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_annotation_tree_for_map_javac,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_annotation_tree_for_map_javac,0,1,0,1,0,0,0,0,0,0.317,76,17,3,28,8,0,0,0,0,0,0,2,2,0.0
Achilles,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test,should_validate_view_against_base_table,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test.should_validate_view_against_base_table,0,0,0,0,0,0,0,0,0,0.285,13,0,13,110,45,0,0,0,0,0,1,3,3,8.0
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_JavaType_for_parameterized_type,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_JavaType_for_parameterized_type,0,0,0,0,0,0,0,0,0,0.1,15,1,1,11,5,0,0,0,0,0,0,1,1,1.0
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_primitive_byte,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_codec_for_primitive_byte,0,1,0,0,0,0,0,0,0,0.165,17,3,13,53,18,0,0,0,0,0,0,3,3,14.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_not_indexed_map_index_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_not_indexed_map_index_info,0,0,0,0,0,0,0,0,0,0.092,17,1,4,27,12,0,0,0,0,0,0,3,3,1.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_class_with_static_without_clustering,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_class_with_static_without_clustering,0,0,0,0,0,0,0,0,0,0.082,13,0,29,110,38,0,0,0,0,0,1,3,3,14.0
Achilles,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test,should_fail_validating_view_because_column_not_in_base,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test.should_fail_validating_view_because_column_not_in_base,0,0,0,0,0,0,0,0,0,0.282,13,0,13,121,45,0,0,0,0,0,1,3,3,8.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_map_udtKey,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_fail_for_non_frozen_map_udtKey,0,0,0,0,0,0,0,0,0,0.049,18,0,4,31,10,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_class_with_wrong_clustering_column_order,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_class_with_wrong_clustering_column_order,0,0,0,0,0,0,0,0,0,0.06,13,0,18,96,39,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_analyzed_but_NoOpAnalyzer,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_analyzed_but_NoOpAnalyzer,0,0,0,0,0,0,0,0,0,0.034,24,0,19,106,36,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple9,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple9,0,1,0,0,0,0,0,0,0,0.262,21,2,10,81,32,0,0,0,0,0,1,2,2,5.0
Achilles,info.archinnov.achilles.internals.types.OverridingOptionalFinalTest,should_get_first_present_value,info.archinnov.achilles.internals.types.OverridingOptionalFinalTest.should_get_first_present_value,0,0,0,0,0,0,0,0,0,0.339,12,1,3,15,3,0,0,0,0,0,0,1,1,2.0
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_validate_entity_with_EntityCreator_constructor,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest.should_validate_entity_with_EntityCreator_constructor,0,1,0,0,0,0,0,0,0,0.425,11,2,0,12,6,0,0,0,0,0,0,2,2,
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_transformed_int,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_codec_for_transformed_int,0,1,0,0,0,0,0,0,0,0.225,18,3,9,53,19,0,0,0,0,0,1,2,2,6.0
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_native_codec_for_computed,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_native_codec_for_computed,0,1,0,0,0,0,0,0,0,0.194,19,3,10,46,19,0,0,0,0,0,1,3,3,5.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_building_map_with_multiple_indices,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_building_map_with_multiple_indices,0,0,0,0,0,0,0,0,0,0.041,17,0,9,33,12,0,0,0,0,0,0,3,3,2.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_stemming_But_NotString,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_stemming_But_NotString,0,0,0,0,0,0,0,0,0,0.034,24,0,18,106,36,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_partition_key_in_udt,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_partition_key_in_udt,0,0,0,0,0,0,0,0,0,0.046,23,0,15,111,40,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_map_udt,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_map_udt,0,1,0,0,0,0,0,0,0,0.057,18,2,9,104,37,0,0,0,0,0,1,2,2,9.0
Achilles,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest,should_return_blank_name,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest.should_return_blank_name,0,0,0,0,0,1,0,0,0,0.001,10,1,3,5,2,0,0,0,0,0,0,1,1,3.0
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_parse_function_with_keyspace,info.archinnov.achilles.internals.parser.FunctionParserTest.should_parse_function_with_keyspace,0,1,0,0,0,0,0,0,0,0.092,27,9,7,76,20,0,0,0,0,0,1,3,3,8.0
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_tuple1,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_tuple1,0,0,0,0,0,1,0,0,0,0.005,5,0,4,14,3,0,0,0,0,0,1,2,2,5.0
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_primitive_byte_array,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_codec_for_primitive_byte_array,0,1,0,0,0,0,0,0,0,0.079,17,3,14,49,16,0,0,0,0,0,0,2,2,13.0
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_generate_meta_signature_for_immutable_entity_javac,info.archinnov.achilles.internals.parser.EntityParserTest.should_generate_meta_signature_for_immutable_entity_javac,0,0,0,0,0,0,0,0,0,0.187,21,1,24,120,45,0,0,0,0,0,1,3,3,11.0
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_trees_for_other_fields_javac,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_trees_for_other_fields_javac,0,1,0,1,0,0,0,0,0,0.206,53,10,3,25,8,0,0,0,0,0,0,2,2,0.0
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_enumerated,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_codec_for_enumerated,0,1,0,0,0,0,0,0,0,0.238,18,3,11,44,16,0,0,0,0,0,0,2,2,3.0
Achilles,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest,should_return_blank_name_on_null,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest.should_return_blank_name_on_null,0,0,0,0,0,1,0,0,0,0.0,10,1,3,5,2,0,0,0,0,0,0,1,1,3.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_stemming_But_NotAnalyzed,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_stemming_But_NotAnalyzed,0,0,0,0,0,0,0,0,0,0.034,24,0,18,108,36,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_map,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_generate_field_info_for_map,0,0,0,0,0,0,0,0,0,0.264,25,1,7,47,19,0,0,0,0,0,0,2,2,6.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_complex_indices,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_complex_indices,0,0,0,0,0,0,0,0,0,0.17,14,1,20,138,45,0,0,0,0,0,1,3,3,15.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_transformed_type,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_transformed_type,0,1,0,0,0,0,0,0,0,0.105,18,2,9,90,32,0,0,0,0,0,1,2,2,3.0
Achilles,info.archinnov.achilles.internals.strategy.naming.LowerCaseNamingTest,should_return_blank_name_on_null,info.archinnov.achilles.internals.strategy.naming.LowerCaseNamingTest.should_return_blank_name_on_null,0,0,0,0,0,1,0,0,0,0.001,10,1,4,5,2,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_SPARSE_But_String,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_SPARSE_But_String,0,0,0,0,0,0,0,0,0,0.026,24,0,18,104,36,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_function_with_primitive_return_type,info.archinnov.achilles.internals.parser.FunctionParserTest.should_fail_parsing_function_with_primitive_return_type,0,0,0,0,0,0,0,0,0,0.039,8,0,6,61,19,0,0,0,0,0,1,3,3,8.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_tuple_map,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_not_fail_for_non_frozen_tuple_map,0,0,0,0,0,0,0,0,0,0.095,14,0,4,28,10,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_udt,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_fail_for_non_frozen_udt,0,0,0,0,0,0,0,0,0,0.075,18,0,4,26,10,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_fail_on_invalidUpperBound,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_fail_on_invalidUpperBound,0,1,0,0,0,1,0,0,0,0.003,10,2,8,21,3,0,0,0,0,0,1,2,2,9.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_view_meta,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_view_meta,0,0,0,0,0,0,0,0,0,0.145,14,1,19,125,45,0,0,0,0,0,1,3,3,15.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_map_udtValueKey,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_fail_for_non_frozen_map_udtValueKey,0,0,0,0,0,0,0,0,0,2.525,18,0,4,534,99,0,0,0,1,1,2,4,4,3.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_normal_column_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_normal_column_info,0,0,0,0,0,0,0,0,0,0.08,16,1,6,43,11,0,0,0,0,0,0,3,3,3.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_map_tupleValue,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_not_fail_for_non_frozen_map_tupleValue,0,0,0,0,0,0,0,0,0,0.163,14,0,5,33,10,0,0,0,0,0,0,2,2,4.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_map_tuple,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_not_fail_for_non_frozen_map_tuple,0,0,0,0,0,0,0,0,0,0.044,14,0,5,34,10,0,0,0,0,0,0,2,2,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_optional_protocol_version_from_inline_codec,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_optional_protocol_version_from_inline_codec,0,1,0,0,0,0,0,0,0,0.087,27,2,11,113,35,0,0,0,0,0,1,2,2,3.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_child_class_with_shadowed_field,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_child_class_with_shadowed_field,0,0,0,0,0,0,0,0,0,0.064,13,0,19,120,43,0,0,0,0,0,1,3,3,15.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_ascii,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_ascii,0,1,0,0,0,0,0,0,0,0.131,21,2,15,110,31,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple5,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple5,0,1,0,0,0,0,0,0,0,0.265,21,2,10,81,32,0,0,0,0,0,1,2,2,5.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_map_value_index_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_map_value_index_info,0,0,0,0,0,0,0,0,0,0.066,18,1,8,33,15,0,0,0,0,0,0,3,3,3.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_list_tupleValue,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_not_fail_for_non_frozen_list_tupleValue,0,0,0,0,0,0,0,0,0,0.099,14,0,5,33,10,0,0,0,0,0,0,2,2,4.0
